AÑO,INEGI,ENTIDAD,LEY,CONCEPTO,TIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2012,27,TABASCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,2,2,4,2,2,2,3,1,1,4,1,2
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),21,31,21,27,35,43,25,34,18,23,14,21
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,0,0,0,0,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0,0,0,0,1,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),107,134,182,126,131,119,157,153,175,224,204,194
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,1,0,3,5,4,1,1,3,2
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0,0,0,0,0,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,0,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,1,0,0,0,0,2,0,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,14,6,13,11,16,11,8,9,9,19,8,10
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,0,0,1,1,1,1,0,0,0,0
2012,28,TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,2,3,7,7,1,7,7,8,17,14,20,16
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),6,2,1,1,7,2,6,6,4,7,3,4
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,1,0,0,0,0,0,1,0,0,1
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),7,4,4,3,3,12,15,4,6,7,1,11
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,2,0,0,0,1,0,0,0,0,0
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),4,6,11,7,7,8,7,7,8,13,6,11
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,1
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,13,40,25,12,9,7,41,11,13,8,4,4
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,2,5,5,10,14,12
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,0,0,1,0,0,1,0,0,0,1,3
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0,0,0,0,0,0
2012,29,TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,1,1,8,5,4,7,12,5,3,8,3,3
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),64,61,48,44,46,42,48,52,37,43,25,17
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,1,2,1,0,0,0,2,1
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),3,1,6,2,4,7,7,11,4,18,7,2
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,1,1,0,0,1,0,2,2,1,0,0
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),75,73,76,66,74,50,62,58,49,60,50,43
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,2,2,5,3,5,0,1,4,2,0,1
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,57,56,51,63,69,44,21,29,29,24,29,27
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,16,11,20,14,6,12,10
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,1,1,2,0,0,0,1,1,1,0,0
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,10,10,9,10,21,23,20,19,15,12,12,11
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",3,1,1,0,0,0,2,4,1,1,3,1
2012,30,VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,3,10,29,10,12,12,20,16,20,30,21,13
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),3,0,1,0,2,0,2,4,2,1,2,1
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,1,1,1,2,0,0,1,0,0,0,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,3,2,2,1,2,2,1,3,4,0,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),4,1,3,2,1,3,1,1,3,0,2,4
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,9,9,22,19,27,15
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,1,3,3
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0,0,0,1,0,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,1,1,0,1,0,0,2,2,1,0
2012,31,YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,8,0,4,6,3,6,2,1,2,4,1,3
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),3,1,4,2,4,5,9,10,9,3,7,8
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,0,0,0,0,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,3,0,3,1,0,1,2,1,2,2,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,0,3,0,0,0,0,0,0,1,0,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),22,16,21,21,18,18,8,20,24,25,26,23
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,4,3,0,2,1,1,1,0,1,1,0,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,1,0,0,0,0,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,1,1,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,1,1,0,5,2,2,0,7,9,5,3
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0,0,0,0,0,0
2012,32,ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,3,0,0,0,1,2,1,0,0,1,0,4
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,0,0,0,0,0,1,2,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0,0,0,0,0,0
2012,,EXTRANJERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,0,2,1,1,1,1,2,3,1,3,4
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,2,0,1,1,2,1,3,1,0,0,1
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,1,0,0,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,0,1,0,0,0,2,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,2,1,1,4,1,3,4,4,3,1,0,2
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,0,5,1,3,0,2,3,0,2,1,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,7,1,2,0,2,3,1,1,6,4,0,1
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,1,0,0,1,0,0,0,2,1,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,1,0,0,0,0,4,1,0,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,3,1,0,0,0,0,1
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",8,5,8,12,5,2,5,9,8,12,9,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,10,3,5,6,7,4,5,7,2,6,6,3
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,AGUASCALIENTES,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,4,1,2,4,1,5,5,7,1,3,0,1
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,1,1,2,4,5,2,3,3,4,4,3
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,1,0,2,1,4,1,4,0,1,3,8,6
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,1,0,0,0,0,0,0,1,0,0
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,5,7,7,1,9,5,2,4,1,8,3,8
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,130,166,181,115,105,71,71,82,69,76,58,26
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,2,4,0,3,5,0,4,1,2,7,7,5
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,13,6,9,9,13,9,16,12,16,12,6,10
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,4,4,2,9,9,2,4,9,4,5,8,2
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,1,1,0,0,1,0,0,1,0,1
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,0,0,0,0,2,0,5,1,0,0,1,1
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,10,17,15,14,7,4,7,14,9,3,2,9
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",38,34,47,33,28,32,31,28,17,32,22,24
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,91,111,95,72,79,103,110,74,80,79,87,59
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,1,1,0,1,1,0,2,0,3,1,3
2013,2,BAJA CALIFORNIA,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,10,9,16,19,12,31,9,14,14,16,17,21
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,1,0,0,0,1,2,1,0,1,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,4,3,2,2,1,1,4,0,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,1,0,0,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,3,1,1,3,6,6,3,6,9,6,2
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,1,0,0,1,0,0,1,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,1,1,2,4,7,4,2,9,7,7,4,4
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,1,0,0,0,0,3,0,1,2,1,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,0,1,2,2,6,5,2,1,2,3,2,1
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,3,2,1,2,1,1,5,1,1,0,1
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,0,1,1,0,1,0,0,0,1,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,2,1,0,1,2,5,4,1,1,2,1,2
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",0,2,0,3,1,3,1,0,3,1,0,2
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,7,14,10,6,10,8,10,2,10,11,6,4
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,1,0,1,0,0,0,1,0,0,0
2013,3,BAJA CALIFORNIA SUR,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,2,2,6,3,5,12,3,7,5,6,4,3
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,2,0,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,0,0,0,0,1,1,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,1,1,1,2,2,1,2,4,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,0,0,0,2,0,0,0,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,1,1,2,0,0,0,0,0,2,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,0,1,0,1,2,1,1,1,0,1,1,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,6,9,12,10,11,10,5,6,1,7,4,2
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,1,0,0,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,1,0,0,0,4,2,1,1,1,1,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,1,1,0,0,0,0,0,0,0,0,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",2,4,1,3,4,1,2,1,1,2,2,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,19,6,8,16,9,10,10,13,6,12,12,3
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,2,0,0,2,0,0,0,0,1,0,0
2013,4,CAMPECHE,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,8,12,24,15,9,12,8,8,8,6,6,6
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,1,9,1,5,4,2,3,2,3,4
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,1,0,0,0,0,4,1,1,0,2,1,1
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,1,0,0,0,0,0,0,0,0
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,5,1,4,5,6,0,5,6,3,4,6,4
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,1,0,0,0,0
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,0,2,2,1,0,1,3,3,4,1,3,0
2013,5,COAHUILA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,3,0,4,3,1,1,0,1,2,2,0,0
2013,5,COAHUILA,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,3,7,15,6,7,5,12,3,0,10,7,6
2013,5,COAHUILA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,2,0,0,0,0,0,1,1,1,2,0,1
